date	location	QC_overall_status	sequences
2022-04-21	USA	good	4618
2022-04-21	USA	mediocre	495
2022-04-21	United Kingdom	bad	33
2022-04-21	United Kingdom	good	2416
2022-04-21	United Kingdom	mediocre	236
2022-04-22	Australia	bad	22
2022-04-22	Australia	good	223
2022-04-22	Australia	mediocre	65
2022-04-22	Brazil	bad	10
2022-04-22	Brazil	good	54
2022-04-22	Brazil	mediocre	4
2022-04-22	Japan	bad	1
2022-04-22	Japan	good	910
2022-04-22	Japan	mediocre	2
2022-04-22	South Africa	bad	14
2022-04-22	South Africa	good	104
2022-04-22	South Africa	mediocre	5
2022-04-22	USA	bad	284
2022-04-22	USA	good	4748
2022-04-22	USA	mediocre	499
2022-04-22	United Kingdom	bad	20
2022-04-22	United Kingdom	good	1983
2022-04-22	United Kingdom	mediocre	194
2022-04-23	Australia	bad	6
2022-04-23	Australia	good	218
2022-04-23	Australia	mediocre	23
2022-04-23	Brazil	bad	3
2022-04-23	Brazil	good	29
2022-04-23	Brazil	mediocre	10
2022-04-23	Japan	good	439
2022-04-23	Japan	mediocre	1
2022-04-23	South Africa	bad	4
2022-04-23	South Africa	good	89
2022-04-23	South Africa	mediocre	7
2022-04-23	USA	bad	107
2022-04-23	USA	good	3546
2022-04-23	USA	mediocre	238
2022-04-23	United Kingdom	bad	16
2022-04-23	United Kingdom	good	1668
2022-04-23	United Kingdom	mediocre	144
2022-04-24	Australia	bad	5
2022-04-24	Australia	good	320
2022-04-24	Australia	mediocre	30
2022-04-24	Brazil	bad	2
2022-04-24	Brazil	good	21
2022-04-24	Japan	good	246
2022-04-24	South Africa	bad	3
2022-04-24	South Africa	good	34
2022-04-24	South Africa	mediocre	2
2022-04-24	USA	bad	95
2022-04-24	USA	good	3761
2022-04-24	USA	mediocre	208
2022-04-24	United Kingdom	bad	14
2022-04-24	United Kingdom	good	1345
2022-04-24	United Kingdom	mediocre	114
2022-04-25	Australia	bad	33
2022-04-25	Australia	good	347
2022-04-25	Australia	mediocre	90
2022-04-25	Brazil	bad	16
2022-04-25	Brazil	good	83
2022-04-25	Brazil	mediocre	25
2022-04-25	Japan	bad	1
2022-04-25	Japan	good	1226
2022-04-25	Japan	mediocre	5
2022-04-25	South Africa	bad	2
2022-04-25	South Africa	good	155
2022-04-25	South Africa	mediocre	4
2022-04-25	USA	bad	310
2022-04-25	USA	good	6397
2022-04-25	USA	mediocre	539
2022-04-25	United Kingdom	bad	18
2022-04-25	United Kingdom	good	2836
2022-04-25	United Kingdom	mediocre	199
2022-04-26	Australia	bad	38
2022-04-26	Australia	good	513
2022-04-26	Australia	mediocre	60
2022-04-26	Brazil	bad	8
2022-04-26	Brazil	good	81
2022-04-26	Brazil	mediocre	26
2022-04-26	Japan	good	628
2022-04-26	South Africa	bad	5
2022-04-26	South Africa	good	207
2022-04-26	South Africa	mediocre	10
2022-04-26	USA	bad	234
2022-04-26	USA	good	5600
2022-04-26	USA	mediocre	380
2022-04-26	United Kingdom	bad	21
2022-04-26	United Kingdom	good	2500
2022-04-26	United Kingdom	mediocre	167
2022-04-27	Australia	bad	38
2022-04-27	Australia	good	300
2022-04-27	Australia	mediocre	99
2022-04-27	Brazil	bad	9
2022-04-27	Brazil	good	83
2022-04-27	Brazil	mediocre	22
2022-04-27	Japan	good	860
2022-04-27	Japan	mediocre	3
2022-04-27	South Africa	bad	1
2022-04-27	South Africa	good	45
2022-04-27	South Africa	mediocre	5
2022-04-27	USA	bad	244
2022-04-27	USA	good	4750
2022-04-27	USA	mediocre	330
2022-04-27	United Kingdom	bad	25
2022-04-27	United Kingdom	good	1970
2022-04-27	United Kingdom	mediocre	148
2022-04-28	Australia	bad	30
2022-04-28	Australia	good	353
2022-04-28	Australia	mediocre	46
2022-04-28	Brazil	bad	3
2022-04-28	Brazil	good	82
2022-04-28	Brazil	mediocre	16
2022-04-28	Japan	good	556
2022-04-28	South Africa	bad	7
2022-04-28	South Africa	good	187
2022-04-28	South Africa	mediocre	11
2022-04-28	USA	bad	232
2022-04-28	USA	good	3959
2022-04-28	USA	mediocre	263
2022-04-28	United Kingdom	bad	21
2022-04-28	United Kingdom	good	1401
2022-04-28	United Kingdom	mediocre	210
2022-04-29	Australia	bad	16
2022-04-29	Australia	good	132
2022-04-29	Australia	mediocre	33
2022-04-29	Brazil	bad	4
2022-04-29	Brazil	good	58
2022-04-29	Brazil	mediocre	10
2022-04-29	Japan	good	252
2022-04-29	Japan	mediocre	1
2022-04-29	South Africa	bad	3
2022-04-29	South Africa	good	125
2022-04-29	South Africa	mediocre	6
2022-04-29	USA	bad	219
2022-04-29	USA	good	4336
2022-04-29	USA	mediocre	260
2022-04-29	United Kingdom	bad	19
2022-04-29	United Kingdom	good	1456
2022-04-29	United Kingdom	mediocre	255
2022-04-30	Australia	bad	23
2022-04-30	Australia	good	168
2022-04-30	Australia	mediocre	35
2022-04-30	Brazil	bad	1
2022-04-30	Brazil	good	28
2022-04-30	Brazil	mediocre	3
2022-04-30	Japan	good	414
2022-04-30	Japan	mediocre	1
2022-04-30	South Africa	bad	1
2022-04-30	South Africa	good	78
2022-04-30	South Africa	mediocre	6
2022-04-30	USA	bad	157
2022-04-30	USA	good	3410
2022-04-30	USA	mediocre	249
2022-04-30	United Kingdom	bad	16
2022-04-30	United Kingdom	good	930
2022-04-30	United Kingdom	mediocre	84
2022-05-01	Australia	bad	21
2022-05-01	Australia	good	242
2022-05-01	Australia	mediocre	41
2022-05-01	Brazil	bad	2
2022-05-01	Brazil	good	49
2022-05-01	Brazil	mediocre	8
2022-05-01	Japan	good	226
2022-05-01	Japan	mediocre	1
2022-05-01	South Africa	bad	2
2022-05-01	South Africa	good	47
2022-05-01	South Africa	mediocre	9
2022-05-01	USA	bad	141
2022-05-01	USA	good	3059
2022-05-01	USA	mediocre	245
2022-05-01	United Kingdom	bad	12
2022-05-01	United Kingdom	good	488
2022-05-01	United Kingdom	mediocre	79
2022-05-02	Australia	bad	13
2022-05-02	Australia	good	292
2022-05-02	Australia	mediocre	58
2022-05-02	Brazil	bad	19
2022-05-02	Brazil	good	124
2022-05-02	Brazil	mediocre	22
2022-05-02	Japan	bad	2
2022-05-02	Japan	good	973
2022-05-02	South Africa	bad	1
2022-05-02	South Africa	good	38
2022-05-02	South Africa	mediocre	5
2022-05-02	USA	bad	407
2022-05-02	USA	good	6178
2022-05-02	USA	mediocre	616
2022-05-02	United Kingdom	bad	14
2022-05-02	United Kingdom	good	695
2022-05-02	United Kingdom	mediocre	98
2022-05-03	Australia	bad	12
2022-05-03	Australia	good	377
2022-05-03	Australia	mediocre	66
2022-05-03	Brazil	bad	9
2022-05-03	Brazil	good	118
2022-05-03	Brazil	mediocre	13
2022-05-03	Japan	good	377
2022-05-03	Japan	mediocre	3
2022-05-03	South Africa	bad	4
2022-05-03	South Africa	good	188
2022-05-03	South Africa	mediocre	13
2022-05-03	USA	bad	344
2022-05-03	USA	good	5794
2022-05-03	USA	mediocre	519
2022-05-03	United Kingdom	bad	24
2022-05-03	United Kingdom	good	1593
2022-05-03	United Kingdom	mediocre	156
2022-05-04	Australia	bad	9
2022-05-04	Australia	good	342
2022-05-04	Australia	mediocre	63
2022-05-04	Brazil	bad	17
2022-05-04	Brazil	good	176
2022-05-04	Brazil	mediocre	21
2022-05-04	Japan	good	480
2022-05-04	Japan	mediocre	1
2022-05-04	South Africa	bad	2
2022-05-04	South Africa	good	117
2022-05-04	South Africa	mediocre	10
2022-05-04	USA	bad	424
2022-05-04	USA	good	5494
2022-05-04	USA	mediocre	560
2022-05-04	United Kingdom	bad	12
2022-05-04	United Kingdom	good	1153
2022-05-04	United Kingdom	mediocre	123
2022-05-05	Australia	bad	9
2022-05-05	Australia	good	347
2022-05-05	Australia	mediocre	53
2022-05-05	Brazil	bad	11
2022-05-05	Brazil	good	152
2022-05-05	Brazil	mediocre	19
2022-05-05	Japan	good	394
2022-05-05	Japan	mediocre	3
2022-05-05	South Africa	bad	3
2022-05-05	South Africa	good	139
2022-05-05	South Africa	mediocre	11
2022-05-05	USA	bad	353
2022-05-05	USA	good	5664
2022-05-05	USA	mediocre	540
2022-05-05	United Kingdom	bad	9
2022-05-05	United Kingdom	good	982
2022-05-05	United Kingdom	mediocre	94
2022-05-06	Australia	bad	6
2022-05-06	Australia	good	321
2022-05-06	Australia	mediocre	45
2022-05-06	Brazil	bad	5
2022-05-06	Brazil	good	157
2022-05-06	Brazil	mediocre	19
2022-05-06	Japan	good	1623
2022-05-06	Japan	mediocre	2
2022-05-06	South Africa	bad	9
2022-05-06	South Africa	good	158
2022-05-06	South Africa	mediocre	18
2022-05-06	USA	bad	266
2022-05-06	USA	good	5380
2022-05-06	USA	mediocre	366
2022-05-06	United Kingdom	bad	7
2022-05-06	United Kingdom	good	888
2022-05-06	United Kingdom	mediocre	127
2022-05-07	Australia	bad	11
2022-05-07	Australia	good	274
2022-05-07	Australia	mediocre	29
2022-05-07	Brazil	bad	1
2022-05-07	Brazil	good	82
2022-05-07	Brazil	mediocre	6
2022-05-07	Japan	good	612
2022-05-07	Japan	mediocre	1
2022-05-07	South Africa	bad	2
2022-05-07	South Africa	good	121
2022-05-07	South Africa	mediocre	11
2022-05-07	USA	bad	209
2022-05-07	USA	good	4054
2022-05-07	USA	mediocre	287
2022-05-07	United Kingdom	bad	7
2022-05-07	United Kingdom	good	551
2022-05-07	United Kingdom	mediocre	60
2022-05-08	Australia	bad	29
2022-05-08	Australia	good	312
2022-05-08	Australia	mediocre	30
2022-05-08	Brazil	bad	7
2022-05-08	Brazil	good	34
2022-05-08	Brazil	mediocre	6
2022-05-08	Japan	good	365
2022-05-08	South Africa	good	33
2022-05-08	South Africa	mediocre	4
2022-05-08	USA	bad	189
2022-05-08	USA	good	3627
2022-05-08	USA	mediocre	237
2022-05-08	United Kingdom	bad	7
2022-05-08	United Kingdom	good	403
2022-05-08	United Kingdom	mediocre	63
2022-05-09	Australia	bad	26
2022-05-09	Australia	good	344
2022-05-09	Australia	mediocre	76
2022-05-09	Brazil	bad	14
2022-05-09	Brazil	good	233
2022-05-09	Brazil	mediocre	29
2022-05-09	Japan	good	1275
2022-05-09	Japan	mediocre	4
2022-05-09	South Africa	bad	4
2022-05-09	South Africa	good	117
2022-05-09	South Africa	mediocre	4
2022-05-09	USA	bad	567
2022-05-09	USA	good	7840
2022-05-09	USA	mediocre	561
2022-05-09	United Kingdom	bad	15
2022-05-09	United Kingdom	good	1210
2022-05-09	United Kingdom	mediocre	114
2022-05-10	Australia	bad	30
2022-05-10	Australia	good	396
2022-05-10	Australia	mediocre	93
2022-05-10	Brazil	bad	17
2022-05-10	Brazil	good	298
2022-05-10	Brazil	mediocre	28
2022-05-10	Japan	bad	2
2022-05-10	Japan	good	704
2022-05-10	Japan	mediocre	4
2022-05-10	South Africa	bad	6
2022-05-10	South Africa	good	62
2022-05-10	South Africa	mediocre	4
2022-05-10	USA	bad	462
2022-05-10	USA	good	6577
2022-05-10	USA	mediocre	455
2022-05-10	United Kingdom	bad	7
2022-05-10	United Kingdom	good	921
2022-05-10	United Kingdom	mediocre	99
2022-05-11	Australia	bad	12
2022-05-11	Australia	good	319
2022-05-11	Australia	mediocre	51
2022-05-11	Brazil	bad	16
2022-05-11	Brazil	good	434
2022-05-11	Brazil	mediocre	33
2022-05-11	Japan	bad	2
2022-05-11	Japan	good	900
2022-05-11	Japan	mediocre	4
2022-05-11	South Africa	bad	7
2022-05-11	South Africa	good	65
2022-05-11	South Africa	mediocre	6
2022-05-11	USA	bad	497
2022-05-11	USA	good	6137
2022-05-11	USA	mediocre	530
2022-05-11	United Kingdom	bad	9
2022-05-11	United Kingdom	good	863
2022-05-11	United Kingdom	mediocre	99
2022-05-12	Australia	bad	18
2022-05-12	Australia	good	350
2022-05-12	Australia	mediocre	76
2022-05-12	Brazil	bad	18
2022-05-12	Brazil	good	337
2022-05-12	Brazil	mediocre	34
2022-05-12	Japan	bad	1
2022-05-12	Japan	good	761
2022-05-12	Japan	mediocre	3
2022-05-12	South Africa	bad	2
2022-05-12	South Africa	good	88
2022-05-12	South Africa	mediocre	10
2022-05-12	USA	bad	415
2022-05-12	USA	good	6061
2022-05-12	USA	mediocre	451
2022-05-12	United Kingdom	bad	4
2022-05-12	United Kingdom	good	716
2022-05-12	United Kingdom	mediocre	98
2022-05-13	Australia	bad	19
2022-05-13	Australia	good	305
2022-05-13	Australia	mediocre	51
2022-05-13	Brazil	bad	26
2022-05-13	Brazil	good	377
2022-05-13	Brazil	mediocre	20
2022-05-13	Japan	bad	1
2022-05-13	Japan	good	889
2022-05-13	Japan	mediocre	1
2022-05-13	South Africa	bad	10
2022-05-13	South Africa	good	45
2022-05-13	South Africa	mediocre	6
2022-05-13	USA	bad	319
2022-05-13	USA	good	5812
2022-05-13	USA	mediocre	385
2022-05-13	United Kingdom	bad	7
2022-05-13	United Kingdom	good	679
2022-05-13	United Kingdom	mediocre	87
2022-05-14	Australia	bad	17
2022-05-14	Australia	good	329
2022-05-14	Australia	mediocre	54
2022-05-14	Brazil	bad	8
2022-05-14	Brazil	good	170
2022-05-14	Brazil	mediocre	12
2022-05-14	Japan	good	414
2022-05-14	Japan	mediocre	3
2022-05-14	South Africa	bad	1
2022-05-14	South Africa	good	16
2022-05-14	South Africa	mediocre	2
2022-05-14	USA	bad	202
2022-05-14	USA	good	4547
2022-05-14	USA	mediocre	264
2022-05-14	United Kingdom	bad	6
2022-05-14	United Kingdom	good	412
2022-05-14	United Kingdom	mediocre	63
2022-05-15	Australia	bad	25
2022-05-15	Australia	good	416
2022-05-15	Australia	mediocre	49
2022-05-15	Brazil	bad	1
2022-05-15	Brazil	good	54
2022-05-15	Brazil	mediocre	9
2022-05-15	Japan	good	292
2022-05-15	South Africa	bad	4
2022-05-15	South Africa	good	10
2022-05-15	South Africa	mediocre	3
2022-05-15	USA	bad	186
2022-05-15	USA	good	3891
2022-05-15	USA	mediocre	207
2022-05-15	United Kingdom	bad	8
2022-05-15	United Kingdom	good	318
2022-05-15	United Kingdom	mediocre	57
2022-05-16	Australia	bad	22
2022-05-16	Australia	good	416
2022-05-16	Australia	mediocre	77
2022-05-16	Brazil	bad	23
2022-05-16	Brazil	good	409
2022-05-16	Brazil	mediocre	40
2022-05-16	Japan	bad	2
2022-05-16	Japan	good	1143
2022-05-16	Japan	mediocre	6
2022-05-16	South Africa	bad	14
2022-05-16	South Africa	good	124
2022-05-16	South Africa	mediocre	13
2022-05-16	USA	bad	552
2022-05-16	USA	good	7765
2022-05-16	USA	mediocre	475
2022-05-16	United Kingdom	bad	13
2022-05-16	United Kingdom	good	736
2022-05-16	United Kingdom	mediocre	88
2022-05-17	Australia	bad	12
2022-05-17	Australia	good	411
2022-05-17	Australia	mediocre	44
2022-05-17	Brazil	bad	13
2022-05-17	Brazil	good	232
2022-05-17	Brazil	mediocre	31
2022-05-17	Japan	bad	1
2022-05-17	Japan	good	656
2022-05-17	Japan	mediocre	4
2022-05-17	South Africa	bad	11
2022-05-17	South Africa	good	113
2022-05-17	South Africa	mediocre	9
2022-05-17	USA	bad	547
2022-05-17	USA	good	6648
2022-05-17	USA	mediocre	482
2022-05-17	United Kingdom	bad	5
2022-05-17	United Kingdom	good	754
2022-05-17	United Kingdom	mediocre	63
2022-05-18	Australia	bad	13
2022-05-18	Australia	good	332
2022-05-18	Australia	mediocre	52
2022-05-18	Brazil	bad	23
2022-05-18	Brazil	good	208
2022-05-18	Brazil	mediocre	22
2022-05-18	Japan	bad	1
2022-05-18	Japan	good	855
2022-05-18	Japan	mediocre	4
2022-05-18	South Africa	bad	17
2022-05-18	South Africa	good	66
2022-05-18	South Africa	mediocre	11
2022-05-18	USA	bad	533
2022-05-18	USA	good	6280
2022-05-18	USA	mediocre	597
2022-05-18	United Kingdom	bad	2
2022-05-18	United Kingdom	good	624
2022-05-18	United Kingdom	mediocre	76
2022-05-19	Australia	bad	15
2022-05-19	Australia	good	348
2022-05-19	Australia	mediocre	48
2022-05-19	Brazil	bad	15
2022-05-19	Brazil	good	163
2022-05-19	Brazil	mediocre	15
2022-05-19	Japan	bad	1
2022-05-19	Japan	good	701
2022-05-19	Japan	mediocre	6
2022-05-19	South Africa	bad	16
2022-05-19	South Africa	good	67
2022-05-19	South Africa	mediocre	15
2022-05-19	USA	bad	476
2022-05-19	USA	good	5233
2022-05-19	USA	mediocre	434
2022-05-19	United Kingdom	bad	8
2022-05-19	United Kingdom	good	582
2022-05-19	United Kingdom	mediocre	68
2022-05-20	Australia	bad	6
2022-05-20	Australia	good	258
2022-05-20	Australia	mediocre	37
2022-05-20	Brazil	bad	15
2022-05-20	Brazil	good	197
2022-05-20	Brazil	mediocre	11
2022-05-20	Japan	good	913
2022-05-20	Japan	mediocre	1
2022-05-20	South Africa	bad	29
2022-05-20	South Africa	good	54
2022-05-20	South Africa	mediocre	7
2022-05-20	USA	bad	504
2022-05-20	USA	good	5249
2022-05-20	USA	mediocre	425
2022-05-20	United Kingdom	bad	8
2022-05-20	United Kingdom	good	518
2022-05-20	United Kingdom	mediocre	47
2022-05-21	Australia	bad	2
2022-05-21	Australia	good	183
2022-05-21	Australia	mediocre	30
2022-05-21	Brazil	bad	4
2022-05-21	Brazil	good	70
2022-05-21	Brazil	mediocre	9
2022-05-21	Japan	good	456
2022-05-21	Japan	mediocre	1
2022-05-21	South Africa	bad	8
2022-05-21	South Africa	good	22
2022-05-21	South Africa	mediocre	5
2022-05-21	USA	bad	260
2022-05-21	USA	good	4439
2022-05-21	USA	mediocre	245
2022-05-21	United Kingdom	bad	3
2022-05-21	United Kingdom	good	333
2022-05-21	United Kingdom	mediocre	47
2022-05-22	Australia	bad	15
2022-05-22	Australia	good	276
2022-05-22	Australia	mediocre	50
2022-05-22	Brazil	bad	10
2022-05-22	Brazil	good	56
2022-05-22	Brazil	mediocre	10
2022-05-22	Japan	good	332
2022-05-22	Japan	mediocre	1
2022-05-22	South Africa	bad	3
2022-05-22	South Africa	good	59
2022-05-22	South Africa	mediocre	2
2022-05-22	USA	bad	231
2022-05-22	USA	good	4429
2022-05-22	USA	mediocre	197
2022-05-22	United Kingdom	bad	7
2022-05-22	United Kingdom	good	284
2022-05-22	United Kingdom	mediocre	31
2022-05-23	Australia	bad	12
2022-05-23	Australia	good	388
2022-05-23	Australia	mediocre	60
2022-05-23	Brazil	bad	22
2022-05-23	Brazil	good	286
2022-05-23	Brazil	mediocre	14
2022-05-23	Japan	bad	1
2022-05-23	Japan	good	1055
2022-05-23	Japan	mediocre	3
2022-05-23	South Africa	bad	32
2022-05-23	South Africa	good	135
2022-05-23	South Africa	mediocre	16
2022-05-23	USA	bad	748
2022-05-23	USA	good	7488
2022-05-23	USA	mediocre	613
2022-05-23	United Kingdom	bad	7
2022-05-23	United Kingdom	good	521
2022-05-23	United Kingdom	mediocre	57
2022-05-24	Australia	bad	11
2022-05-24	Australia	good	411
2022-05-24	Australia	mediocre	35
2022-05-24	Brazil	bad	9
2022-05-24	Brazil	good	259
2022-05-24	Brazil	mediocre	17
2022-05-24	Japan	good	624
2022-05-24	Japan	mediocre	1
2022-05-24	South Africa	bad	27
2022-05-24	South Africa	good	76
2022-05-24	South Africa	mediocre	8
2022-05-24	USA	bad	575
2022-05-24	USA	good	7281
2022-05-24	USA	mediocre	496
2022-05-24	United Kingdom	bad	7
2022-05-24	United Kingdom	good	504
2022-05-24	United Kingdom	mediocre	55
2022-05-25	Australia	bad	10
2022-05-25	Australia	good	316
2022-05-25	Australia	mediocre	42
2022-05-25	Brazil	bad	7
2022-05-25	Brazil	good	369
2022-05-25	Brazil	mediocre	15
2022-05-25	Japan	good	737
2022-05-25	Japan	mediocre	1
2022-05-25	South Africa	bad	21
2022-05-25	South Africa	good	47
2022-05-25	South Africa	mediocre	7
2022-05-25	USA	bad	463
2022-05-25	USA	good	6367
2022-05-25	USA	mediocre	450
2022-05-25	United Kingdom	bad	9
2022-05-25	United Kingdom	good	585
2022-05-25	United Kingdom	mediocre	56
2022-05-26	Australia	bad	10
2022-05-26	Australia	good	361
2022-05-26	Australia	mediocre	49
2022-05-26	Brazil	bad	11
2022-05-26	Brazil	good	255
2022-05-26	Brazil	mediocre	21
2022-05-26	Japan	bad	2
2022-05-26	Japan	good	605
2022-05-26	Japan	mediocre	1
2022-05-26	South Africa	bad	28
2022-05-26	South Africa	good	48
2022-05-26	South Africa	mediocre	7
2022-05-26	USA	bad	439
2022-05-26	USA	good	5435
2022-05-26	USA	mediocre	381
2022-05-26	United Kingdom	bad	8
2022-05-26	United Kingdom	good	447
2022-05-26	United Kingdom	mediocre	50
2022-05-27	Australia	bad	8
2022-05-27	Australia	good	312
2022-05-27	Australia	mediocre	51
2022-05-27	Brazil	bad	11
2022-05-27	Brazil	good	214
2022-05-27	Brazil	mediocre	26
2022-05-27	Japan	good	682
2022-05-27	Japan	mediocre	1
2022-05-27	South Africa	bad	13
2022-05-27	South Africa	good	45
2022-05-27	South Africa	mediocre	10
2022-05-27	USA	bad	401
2022-05-27	USA	good	5606
2022-05-27	USA	mediocre	360
2022-05-27	United Kingdom	bad	9
2022-05-27	United Kingdom	good	442
2022-05-27	United Kingdom	mediocre	43
2022-05-28	Australia	bad	6
2022-05-28	Australia	good	237
2022-05-28	Australia	mediocre	35
2022-05-28	Brazil	bad	3
2022-05-28	Brazil	good	39
2022-05-28	Brazil	mediocre	3
2022-05-28	Japan	good	352
2022-05-28	Japan	mediocre	2
2022-05-28	South Africa	bad	6
2022-05-28	South Africa	good	20
2022-05-28	South Africa	mediocre	3
2022-05-28	USA	bad	272
2022-05-28	USA	good	3749
2022-05-28	USA	mediocre	195
2022-05-28	United Kingdom	bad	7
2022-05-28	United Kingdom	good	351
2022-05-28	United Kingdom	mediocre	29
2022-05-29	Australia	bad	13
2022-05-29	Australia	good	338
2022-05-29	Australia	mediocre	59
2022-05-29	Brazil	bad	2
2022-05-29	Brazil	good	44
2022-05-29	Brazil	mediocre	4
2022-05-29	Japan	good	210
2022-05-29	Japan	mediocre	1
2022-05-29	South Africa	bad	3
2022-05-29	South Africa	good	14
2022-05-29	South Africa	mediocre	3
2022-05-29	USA	bad	290
2022-05-29	USA	good	4162
2022-05-29	USA	mediocre	282
2022-05-29	United Kingdom	bad	9
2022-05-29	United Kingdom	good	281
2022-05-29	United Kingdom	mediocre	39
2022-05-30	Australia	bad	13
2022-05-30	Australia	good	391
2022-05-30	Australia	mediocre	71
2022-05-30	Brazil	bad	28
2022-05-30	Brazil	good	526
2022-05-30	Brazil	mediocre	63
2022-05-30	Japan	bad	2
2022-05-30	Japan	good	889
2022-05-30	Japan	mediocre	4
2022-05-30	South Africa	bad	15
2022-05-30	South Africa	good	81
2022-05-30	South Africa	mediocre	10
2022-05-30	USA	bad	306
2022-05-30	USA	good	2147
2022-05-30	USA	mediocre	197
2022-05-30	United Kingdom	bad	16
2022-05-30	United Kingdom	good	536
2022-05-30	United Kingdom	mediocre	77
2022-05-31	Australia	bad	16
2022-05-31	Australia	good	483
2022-05-31	Australia	mediocre	68
2022-05-31	Brazil	bad	19
2022-05-31	Brazil	good	371
2022-05-31	Brazil	mediocre	41
2022-05-31	Japan	good	527
2022-05-31	Japan	mediocre	2
2022-05-31	South Africa	bad	4
2022-05-31	South Africa	good	84
2022-05-31	South Africa	mediocre	4
2022-05-31	USA	bad	577
2022-05-31	USA	good	9127
2022-05-31	USA	mediocre	618
2022-05-31	United Kingdom	bad	16
2022-05-31	United Kingdom	good	705
2022-05-31	United Kingdom	mediocre	60
2022-06-01	Australia	bad	7
2022-06-01	Australia	good	341
2022-06-01	Australia	mediocre	65
2022-06-01	Brazil	bad	12
2022-06-01	Brazil	good	391
2022-06-01	Brazil	mediocre	29
2022-06-01	Japan	good	719
2022-06-01	Japan	mediocre	3
2022-06-01	South Africa	bad	14
2022-06-01	South Africa	good	54
2022-06-01	South Africa	mediocre	6
2022-06-01	USA	bad	633
2022-06-01	USA	good	5983
2022-06-01	USA	mediocre	650
2022-06-01	United Kingdom	bad	11
2022-06-01	United Kingdom	good	602
2022-06-01	United Kingdom	mediocre	73
2022-06-02	Australia	bad	13
2022-06-02	Australia	good	389
2022-06-02	Australia	mediocre	73
2022-06-02	Brazil	bad	9
2022-06-02	Brazil	good	352
2022-06-02	Brazil	mediocre	34
2022-06-02	Japan	good	529
2022-06-02	Japan	mediocre	1
2022-06-02	South Africa	bad	7
2022-06-02	South Africa	good	52
2022-06-02	South Africa	mediocre	6
2022-06-02	USA	bad	567
2022-06-02	USA	good	5922
2022-06-02	USA	mediocre	484
2022-06-02	United Kingdom	bad	9
2022-06-02	United Kingdom	good	396
2022-06-02	United Kingdom	mediocre	48
2022-06-03	Australia	bad	12
2022-06-03	Australia	good	259
2022-06-03	Australia	mediocre	85
2022-06-03	Brazil	bad	15
2022-06-03	Brazil	good	343
2022-06-03	Brazil	mediocre	38
2022-06-03	Japan	good	634
2022-06-03	Japan	mediocre	4
2022-06-03	South Africa	bad	13
2022-06-03	South Africa	good	55
2022-06-03	South Africa	mediocre	5
2022-06-03	USA	bad	566
2022-06-03	USA	good	5313
2022-06-03	USA	mediocre	478
2022-06-03	United Kingdom	bad	9
2022-06-03	United Kingdom	good	330
2022-06-03	United Kingdom	mediocre	62
2022-06-04	Australia	bad	6
2022-06-04	Australia	good	163
2022-06-04	Australia	mediocre	63
2022-06-04	Brazil	bad	6
2022-06-04	Brazil	good	116
2022-06-04	Brazil	mediocre	12
2022-06-04	Japan	good	356
2022-06-04	Japan	mediocre	2
2022-06-04	South Africa	bad	4
2022-06-04	South Africa	good	24
2022-06-04	South Africa	mediocre	1
2022-06-04	USA	bad	274
2022-06-04	USA	good	3807
2022-06-04	USA	mediocre	230
2022-06-04	United Kingdom	bad	14
2022-06-04	United Kingdom	good	619
2022-06-04	United Kingdom	mediocre	58
2022-06-05	Australia	bad	17
2022-06-05	Australia	good	369
2022-06-05	Australia	mediocre	95
2022-06-05	Brazil	bad	3
2022-06-05	Brazil	good	120
2022-06-05	Brazil	mediocre	11
2022-06-05	Japan	good	221
2022-06-05	South Africa	bad	4
2022-06-05	South Africa	good	15
2022-06-05	South Africa	mediocre	2
2022-06-05	USA	bad	263
2022-06-05	USA	good	3843
2022-06-05	USA	mediocre	243
2022-06-05	United Kingdom	bad	12
2022-06-05	United Kingdom	good	488
2022-06-05	United Kingdom	mediocre	64
2022-06-06	Australia	bad	12
2022-06-06	Australia	good	404
2022-06-06	Australia	mediocre	58
2022-06-06	Brazil	bad	17
2022-06-06	Brazil	good	522
2022-06-06	Brazil	mediocre	63
2022-06-06	Japan	bad	1
2022-06-06	Japan	good	804
2022-06-06	Japan	mediocre	2
2022-06-06	South Africa	bad	3
2022-06-06	South Africa	good	93
2022-06-06	South Africa	mediocre	3
2022-06-06	USA	bad	602
2022-06-06	USA	good	7214
2022-06-06	USA	mediocre	592
2022-06-06	United Kingdom	bad	12
2022-06-06	United Kingdom	good	927
2022-06-06	United Kingdom	mediocre	126
2022-06-07	Australia	bad	12
2022-06-07	Australia	good	418
2022-06-07	Australia	mediocre	62
2022-06-07	Brazil	bad	16
2022-06-07	Brazil	good	461
2022-06-07	Brazil	mediocre	55
2022-06-07	Japan	bad	1
2022-06-07	Japan	good	508
2022-06-07	Japan	mediocre	2
2022-06-07	South Africa	bad	8
2022-06-07	South Africa	good	55
2022-06-07	South Africa	mediocre	2
2022-06-07	USA	bad	613
2022-06-07	USA	good	6523
2022-06-07	USA	mediocre	493
2022-06-07	United Kingdom	bad	30
2022-06-07	United Kingdom	good	1012
2022-06-07	United Kingdom	mediocre	111
2022-06-08	Australia	bad	14
2022-06-08	Australia	good	267
2022-06-08	Australia	mediocre	51
2022-06-08	Brazil	bad	14
2022-06-08	Brazil	good	473
2022-06-08	Brazil	mediocre	70
