date	location	QC_overall_status	sequences
2022-06-08	Costa Rica	good	24
2022-06-08	Costa Rica	mediocre	1
2022-06-08	Egypt	bad	2
2022-06-08	Japan	good	622
2022-06-08	Japan	mediocre	5
2022-06-08	Panama	bad	1
2022-06-08	Panama	good	32
2022-06-08	Panama	mediocre	2
2022-06-08	South Africa	bad	2
2022-06-08	South Africa	good	37
2022-06-08	South Africa	mediocre	6
2022-06-08	Trinidad and Tobago	bad	2
2022-06-08	Trinidad and Tobago	good	8
2022-06-08	USA	bad	492
2022-06-08	USA	good	5702
2022-06-08	USA	mediocre	535
2022-06-08	United Kingdom	bad	18
2022-06-08	United Kingdom	good	1130
2022-06-08	United Kingdom	mediocre	107
2022-06-08	Vietnam	good	6
2022-06-09	Australia	bad	15
2022-06-09	Australia	good	313
2022-06-09	Australia	mediocre	79
2022-06-09	Brazil	bad	13
2022-06-09	Brazil	good	404
2022-06-09	Brazil	mediocre	48
2022-06-09	Costa Rica	good	19
2022-06-09	Egypt	bad	2
2022-06-09	Japan	bad	2
2022-06-09	Japan	good	551
2022-06-09	Japan	mediocre	3
2022-06-09	Panama	good	10
2022-06-09	Panama	mediocre	1
2022-06-09	South Africa	bad	2
2022-06-09	South Africa	good	36
2022-06-09	South Africa	mediocre	1
2022-06-09	Trinidad and Tobago	mediocre	1
2022-06-09	USA	bad	460
2022-06-09	USA	good	5416
2022-06-09	USA	mediocre	472
2022-06-09	United Kingdom	bad	12
2022-06-09	United Kingdom	good	990
2022-06-09	United Kingdom	mediocre	107
2022-06-09	Vietnam	bad	2
2022-06-09	Vietnam	good	6
2022-06-09	Vietnam	mediocre	4
2022-06-10	Australia	bad	12
2022-06-10	Australia	good	170
2022-06-10	Australia	mediocre	84
2022-06-10	Brazil	bad	13
2022-06-10	Brazil	good	366
2022-06-10	Brazil	mediocre	32
2022-06-10	Costa Rica	good	19
2022-06-10	Egypt	bad	9
2022-06-10	Japan	good	560
2022-06-10	Japan	mediocre	5
2022-06-10	Panama	good	13
2022-06-10	Panama	mediocre	1
2022-06-10	South Africa	bad	2
2022-06-10	South Africa	good	27
2022-06-10	South Africa	mediocre	1
2022-06-10	Trinidad and Tobago	bad	1
2022-06-10	Trinidad and Tobago	good	1
2022-06-10	Trinidad and Tobago	mediocre	1
2022-06-10	USA	bad	307
2022-06-10	USA	good	5013
2022-06-10	USA	mediocre	407
2022-06-10	United Kingdom	bad	28
2022-06-10	United Kingdom	good	980
2022-06-10	United Kingdom	mediocre	98
2022-06-10	Vietnam	good	1
2022-06-11	Australia	bad	13
2022-06-11	Australia	good	137
2022-06-11	Australia	mediocre	51
2022-06-11	Brazil	bad	12
2022-06-11	Brazil	good	100
2022-06-11	Brazil	mediocre	16
2022-06-11	Costa Rica	good	9
2022-06-11	Egypt	bad	2
2022-06-11	Japan	good	369
2022-06-11	Japan	mediocre	4
2022-06-11	Panama	good	8
2022-06-11	South Africa	bad	1
2022-06-11	South Africa	good	23
2022-06-11	Trinidad and Tobago	bad	1
2022-06-11	Trinidad and Tobago	good	2
2022-06-11	USA	bad	132
2022-06-11	USA	good	3605
2022-06-11	USA	mediocre	212
2022-06-11	United Kingdom	bad	18
2022-06-11	United Kingdom	good	718
2022-06-11	United Kingdom	mediocre	80
2022-06-11	Vietnam	bad	1
2022-06-11	Vietnam	good	1
2022-06-11	Vietnam	mediocre	2
2022-06-12	Australia	bad	13
2022-06-12	Australia	good	228
2022-06-12	Australia	mediocre	35
2022-06-12	Brazil	bad	7
2022-06-12	Brazil	good	86
2022-06-12	Brazil	mediocre	12
2022-06-12	Costa Rica	good	12
2022-06-12	Egypt	bad	1
2022-06-12	Japan	good	222
2022-06-12	Japan	mediocre	5
2022-06-12	Panama	good	3
2022-06-12	South Africa	bad	1
2022-06-12	South Africa	good	17
2022-06-12	South Africa	mediocre	1
2022-06-12	Trinidad and Tobago	bad	1
2022-06-12	Trinidad and Tobago	mediocre	1
2022-06-12	USA	bad	178
2022-06-12	USA	good	3415
2022-06-12	USA	mediocre	253
2022-06-12	United Kingdom	bad	14
2022-06-12	United Kingdom	good	627
2022-06-12	United Kingdom	mediocre	84
2022-06-12	Vietnam	good	1
2022-06-13	Australia	bad	13
2022-06-13	Australia	good	246
2022-06-13	Australia	mediocre	30
2022-06-13	Brazil	bad	21
2022-06-13	Brazil	good	434
2022-06-13	Brazil	mediocre	42
2022-06-13	Costa Rica	bad	1
2022-06-13	Costa Rica	good	51
2022-06-13	Costa Rica	mediocre	1
2022-06-13	Egypt	bad	3
2022-06-13	Japan	bad	3
2022-06-13	Japan	good	759
2022-06-13	Japan	mediocre	6
2022-06-13	Panama	good	18
2022-06-13	South Africa	good	49
2022-06-13	South Africa	mediocre	3
2022-06-13	Trinidad and Tobago	good	1
2022-06-13	Trinidad and Tobago	mediocre	1
2022-06-13	USA	bad	467
2022-06-13	USA	good	6167
2022-06-13	USA	mediocre	548
2022-06-13	United Kingdom	bad	38
2022-06-13	United Kingdom	good	1230
2022-06-13	United Kingdom	mediocre	178
2022-06-13	Vietnam	good	2
2022-06-14	Australia	bad	23
2022-06-14	Australia	good	295
2022-06-14	Australia	mediocre	82
2022-06-14	Brazil	bad	29
2022-06-14	Brazil	good	537
2022-06-14	Brazil	mediocre	75
2022-06-14	Costa Rica	good	21
2022-06-14	Costa Rica	mediocre	2
2022-06-14	Egypt	bad	15
2022-06-14	Egypt	good	4
2022-06-14	Egypt	mediocre	1
2022-06-14	Japan	good	465
2022-06-14	Japan	mediocre	4
2022-06-14	Panama	good	9
2022-06-14	South Africa	bad	4
2022-06-14	South Africa	good	24
2022-06-14	South Africa	mediocre	2
2022-06-14	Trinidad and Tobago	good	1
2022-06-14	USA	bad	454
2022-06-14	USA	good	5157
2022-06-14	USA	mediocre	433
2022-06-14	United Kingdom	bad	30
2022-06-14	United Kingdom	good	1226
2022-06-14	United Kingdom	mediocre	173
2022-06-14	Vietnam	bad	1
2022-06-14	Vietnam	good	4
2022-06-14	Vietnam	mediocre	1
2022-06-15	Australia	bad	23
2022-06-15	Australia	good	159
2022-06-15	Australia	mediocre	58
2022-06-15	Brazil	bad	10
2022-06-15	Brazil	good	465
2022-06-15	Brazil	mediocre	41
2022-06-15	Costa Rica	good	32
2022-06-15	Costa Rica	mediocre	1
2022-06-15	Egypt	bad	3
2022-06-15	Japan	good	642
2022-06-15	Japan	mediocre	1
2022-06-15	Panama	good	13
2022-06-15	South Africa	bad	6
2022-06-15	South Africa	good	35
2022-06-15	South Africa	mediocre	5
2022-06-15	Trinidad and Tobago	bad	1
2022-06-15	Trinidad and Tobago	good	3
2022-06-15	Trinidad and Tobago	mediocre	2
2022-06-15	USA	bad	585
2022-06-15	USA	good	5686
2022-06-15	USA	mediocre	697
2022-06-15	United Kingdom	bad	39
2022-06-15	United Kingdom	good	1291
2022-06-15	United Kingdom	mediocre	148
2022-06-15	Vietnam	bad	1
2022-06-15	Vietnam	good	10
2022-06-15	Vietnam	mediocre	2
2022-06-16	Australia	bad	20
2022-06-16	Australia	good	231
2022-06-16	Australia	mediocre	80
2022-06-16	Brazil	bad	6
2022-06-16	Brazil	good	100
2022-06-16	Brazil	mediocre	13
2022-06-16	Costa Rica	good	24
2022-06-16	Japan	good	566
2022-06-16	Japan	mediocre	5
2022-06-16	Panama	good	14
2022-06-16	South Africa	bad	1
2022-06-16	South Africa	good	6
2022-06-16	South Africa	mediocre	2
2022-06-16	Trinidad and Tobago	bad	2
2022-06-16	Trinidad and Tobago	good	1
2022-06-16	USA	bad	400
2022-06-16	USA	good	5171
2022-06-16	USA	mediocre	482
2022-06-16	United Kingdom	bad	37
2022-06-16	United Kingdom	good	1197
2022-06-16	United Kingdom	mediocre	129
2022-06-16	Vietnam	good	8
2022-06-16	Vietnam	mediocre	1
2022-06-17	Australia	bad	13
2022-06-17	Australia	good	232
2022-06-17	Australia	mediocre	51
2022-06-17	Brazil	bad	7
2022-06-17	Brazil	good	205
2022-06-17	Brazil	mediocre	14
2022-06-17	Costa Rica	good	17
2022-06-17	Costa Rica	mediocre	1
2022-06-17	Japan	bad	2
2022-06-17	Japan	good	590
2022-06-17	Japan	mediocre	2
2022-06-17	Panama	good	16
2022-06-17	South Africa	bad	3
2022-06-17	South Africa	good	25
2022-06-17	South Africa	mediocre	4
2022-06-17	Trinidad and Tobago	bad	1
2022-06-17	Trinidad and Tobago	good	2
2022-06-17	Trinidad and Tobago	mediocre	1
2022-06-17	USA	bad	385
2022-06-17	USA	good	5047
2022-06-17	USA	mediocre	361
2022-06-17	United Kingdom	bad	40
2022-06-17	United Kingdom	good	1145
2022-06-17	United Kingdom	mediocre	120
2022-06-17	Vietnam	bad	1
2022-06-17	Vietnam	good	6
2022-06-17	Vietnam	mediocre	3
2022-06-18	Australia	bad	7
2022-06-18	Australia	good	223
2022-06-18	Australia	mediocre	32
2022-06-18	Brazil	bad	5
2022-06-18	Brazil	good	107
2022-06-18	Brazil	mediocre	8
2022-06-18	Costa Rica	good	7
2022-06-18	Egypt	bad	1
2022-06-18	Egypt	good	1
2022-06-18	Japan	good	353
2022-06-18	Japan	mediocre	6
2022-06-18	Panama	good	1
2022-06-18	South Africa	bad	2
2022-06-18	South Africa	good	14
2022-06-18	South Africa	mediocre	2
2022-06-18	USA	bad	159
2022-06-18	USA	good	3402
2022-06-18	USA	mediocre	222
2022-06-18	United Kingdom	bad	21
2022-06-18	United Kingdom	good	866
2022-06-18	United Kingdom	mediocre	79
2022-06-18	Vietnam	bad	1
2022-06-18	Vietnam	good	3
2022-06-19	Australia	bad	9
2022-06-19	Australia	good	272
2022-06-19	Australia	mediocre	56
2022-06-19	Brazil	bad	2
2022-06-19	Brazil	good	92
2022-06-19	Brazil	mediocre	9
2022-06-19	Costa Rica	good	11
2022-06-19	Egypt	bad	16
2022-06-19	Egypt	mediocre	1
2022-06-19	Japan	good	199
2022-06-19	Japan	mediocre	1
2022-06-19	South Africa	bad	2
2022-06-19	South Africa	good	13
2022-06-19	South Africa	mediocre	2
2022-06-19	USA	bad	188
2022-06-19	USA	good	2619
2022-06-19	USA	mediocre	186
2022-06-19	United Kingdom	bad	34
2022-06-19	United Kingdom	good	818
2022-06-19	United Kingdom	mediocre	94
2022-06-19	Vietnam	bad	1
2022-06-19	Vietnam	good	3
2022-06-20	Australia	bad	23
2022-06-20	Australia	good	274
2022-06-20	Australia	mediocre	51
2022-06-20	Brazil	bad	27
2022-06-20	Brazil	good	515
2022-06-20	Brazil	mediocre	62
2022-06-20	Costa Rica	good	34
2022-06-20	Costa Rica	mediocre	1
2022-06-20	Egypt	bad	3
2022-06-20	Japan	bad	1
2022-06-20	Japan	good	901
2022-06-20	Japan	mediocre	3
2022-06-20	Panama	good	13
2022-06-20	Panama	mediocre	1
2022-06-20	South Africa	bad	8
2022-06-20	South Africa	good	33
2022-06-20	South Africa	mediocre	8
2022-06-20	Trinidad and Tobago	bad	2
2022-06-20	Trinidad and Tobago	good	2
2022-06-20	USA	bad	461
2022-06-20	USA	good	5093
2022-06-20	USA	mediocre	523
2022-06-20	United Kingdom	bad	41
2022-06-20	United Kingdom	good	1657
2022-06-20	United Kingdom	mediocre	178
2022-06-20	Vietnam	bad	1
2022-06-20	Vietnam	good	17
2022-06-20	Vietnam	mediocre	4
2022-06-21	Australia	bad	19
2022-06-21	Australia	good	331
2022-06-21	Australia	mediocre	48
2022-06-21	Brazil	bad	33
2022-06-21	Brazil	good	432
2022-06-21	Brazil	mediocre	70
2022-06-21	Costa Rica	good	37
2022-06-21	Egypt	bad	8
2022-06-21	Egypt	good	24
2022-06-21	Egypt	mediocre	5
2022-06-21	Japan	bad	1
2022-06-21	Japan	good	533
2022-06-21	Japan	mediocre	5
2022-06-21	Panama	good	23
2022-06-21	South Africa	bad	6
2022-06-21	South Africa	good	27
2022-06-21	South Africa	mediocre	3
2022-06-21	Trinidad and Tobago	good	1
2022-06-21	USA	bad	499
2022-06-21	USA	good	5739
2022-06-21	USA	mediocre	555
2022-06-21	United Kingdom	bad	59
2022-06-21	United Kingdom	good	1956
2022-06-21	United Kingdom	mediocre	198
2022-06-21	Vietnam	good	17
2022-06-21	Vietnam	mediocre	2
2022-06-22	Australia	bad	16
2022-06-22	Australia	good	251
2022-06-22	Australia	mediocre	40
2022-06-22	Brazil	bad	18
2022-06-22	Brazil	good	323
2022-06-22	Brazil	mediocre	26
2022-06-22	Costa Rica	good	33
2022-06-22	Costa Rica	mediocre	3
2022-06-22	Japan	bad	3
2022-06-22	Japan	good	705
2022-06-22	Japan	mediocre	2
2022-06-22	Panama	good	20
2022-06-22	South Africa	bad	6
2022-06-22	South Africa	good	38
2022-06-22	South Africa	mediocre	6
2022-06-22	Trinidad and Tobago	good	3
2022-06-22	Trinidad and Tobago	mediocre	1
2022-06-22	USA	bad	527
2022-06-22	USA	good	5605
2022-06-22	USA	mediocre	570
2022-06-22	United Kingdom	bad	45
2022-06-22	United Kingdom	good	1690
2022-06-22	United Kingdom	mediocre	179
2022-06-22	Vietnam	good	2
2022-06-22	Vietnam	mediocre	3
2022-06-23	Australia	bad	19
2022-06-23	Australia	good	358
2022-06-23	Australia	mediocre	37
2022-06-23	Brazil	bad	5
2022-06-23	Brazil	good	296
2022-06-23	Brazil	mediocre	28
2022-06-23	Costa Rica	good	39
2022-06-23	Costa Rica	mediocre	1
2022-06-23	Japan	good	531
2022-06-23	Japan	mediocre	7
2022-06-23	Panama	good	17
2022-06-23	South Africa	bad	7
2022-06-23	South Africa	good	11
2022-06-23	South Africa	mediocre	2
2022-06-23	Trinidad and Tobago	bad	2
2022-06-23	Trinidad and Tobago	good	14
2022-06-23	USA	bad	423
2022-06-23	USA	good	5216
2022-06-23	USA	mediocre	466
2022-06-23	United Kingdom	bad	37
2022-06-23	United Kingdom	good	1648
2022-06-23	United Kingdom	mediocre	169
2022-06-23	Vietnam	good	2
2022-06-23	Vietnam	mediocre	1
2022-06-24	Australia	bad	23
2022-06-24	Australia	good	190
2022-06-24	Australia	mediocre	29
2022-06-24	Brazil	bad	8
2022-06-24	Brazil	good	281
2022-06-24	Brazil	mediocre	26
2022-06-24	Costa Rica	bad	1
2022-06-24	Costa Rica	good	16
2022-06-24	Egypt	bad	9
2022-06-24	Japan	bad	3
2022-06-24	Japan	good	731
2022-06-24	Japan	mediocre	5
2022-06-24	Panama	good	11
2022-06-24	South Africa	bad	1
2022-06-24	South Africa	good	19
2022-06-24	South Africa	mediocre	1
2022-06-24	Trinidad and Tobago	bad	1
2022-06-24	Trinidad and Tobago	good	9
2022-06-24	Trinidad and Tobago	mediocre	3
2022-06-24	USA	bad	365
2022-06-24	USA	good	4579
2022-06-24	USA	mediocre	427
2022-06-24	United Kingdom	bad	26
2022-06-24	United Kingdom	good	1866
2022-06-24	United Kingdom	mediocre	169
2022-06-24	Vietnam	bad	1
2022-06-24	Vietnam	good	12
2022-06-24	Vietnam	mediocre	2
2022-06-25	Australia	bad	12
2022-06-25	Australia	good	183
2022-06-25	Australia	mediocre	33
2022-06-25	Brazil	bad	8
2022-06-25	Brazil	good	121
2022-06-25	Brazil	mediocre	7
2022-06-25	Costa Rica	good	7
2022-06-25	Japan	bad	2
2022-06-25	Japan	good	356
2022-06-25	Japan	mediocre	6
2022-06-25	Panama	good	4
2022-06-25	South Africa	bad	2
2022-06-25	South Africa	good	6
2022-06-25	Trinidad and Tobago	good	2
2022-06-25	USA	bad	280
2022-06-25	USA	good	3227
2022-06-25	USA	mediocre	273
2022-06-25	United Kingdom	bad	22
2022-06-25	United Kingdom	good	1138
2022-06-25	United Kingdom	mediocre	122
2022-06-25	Vietnam	good	6
2022-06-26	Australia	bad	12
2022-06-26	Australia	good	361
2022-06-26	Australia	mediocre	46
2022-06-26	Brazil	bad	8
2022-06-26	Brazil	good	104
2022-06-26	Brazil	mediocre	11
2022-06-26	Costa Rica	good	8
2022-06-26	Japan	bad	1
2022-06-26	Japan	good	205
2022-06-26	Japan	mediocre	1
2022-06-26	South Africa	bad	2
2022-06-26	South Africa	good	3
2022-06-26	Trinidad and Tobago	bad	1
2022-06-26	Trinidad and Tobago	good	1
2022-06-26	USA	bad	195
2022-06-26	USA	good	3482
2022-06-26	USA	mediocre	215
2022-06-26	United Kingdom	bad	30
2022-06-26	United Kingdom	good	1101
2022-06-26	United Kingdom	mediocre	114
2022-06-26	Vietnam	bad	1
2022-06-26	Vietnam	good	4
2022-06-27	Australia	bad	25
2022-06-27	Australia	good	344
2022-06-27	Australia	mediocre	63
2022-06-27	Brazil	bad	23
2022-06-27	Brazil	good	511
2022-06-27	Brazil	mediocre	60
2022-06-27	Costa Rica	good	40
2022-06-27	Egypt	bad	19
2022-06-27	Egypt	good	7
2022-06-27	Japan	bad	1
2022-06-27	Japan	good	975
2022-06-27	Japan	mediocre	3
2022-06-27	Panama	good	23
2022-06-27	South Africa	bad	1
2022-06-27	South Africa	good	14
2022-06-27	South Africa	mediocre	2
2022-06-27	Trinidad and Tobago	bad	1
2022-06-27	Trinidad and Tobago	good	5
2022-06-27	Trinidad and Tobago	mediocre	2
2022-06-27	USA	bad	609
2022-06-27	USA	good	7285
2022-06-27	USA	mediocre	540
2022-06-27	United Kingdom	bad	53
2022-06-27	United Kingdom	good	2175
2022-06-27	United Kingdom	mediocre	203
2022-06-27	Vietnam	bad	1
2022-06-27	Vietnam	good	1
2022-06-28	Australia	bad	43
2022-06-28	Australia	good	221
2022-06-28	Australia	mediocre	66
2022-06-28	Brazil	bad	20
2022-06-28	Brazil	good	459
2022-06-28	Brazil	mediocre	38
2022-06-28	Costa Rica	good	34
2022-06-28	Egypt	bad	17
2022-06-28	Egypt	good	10
2022-06-28	Egypt	mediocre	6
2022-06-28	Japan	bad	2
2022-06-28	Japan	good	560
2022-06-28	Japan	mediocre	9
2022-06-28	Panama	good	16
2022-06-28	South Africa	bad	3
2022-06-28	South Africa	good	25
2022-06-28	South Africa	mediocre	6
2022-06-28	Trinidad and Tobago	bad	1
2022-06-28	Trinidad and Tobago	good	4
2022-06-28	Trinidad and Tobago	mediocre	3
2022-06-28	USA	bad	523
2022-06-28	USA	good	5892
2022-06-28	USA	mediocre	500
2022-06-28	United Kingdom	bad	47
2022-06-28	United Kingdom	good	2252
2022-06-28	United Kingdom	mediocre	215
2022-06-28	Vietnam	good	6
2022-06-29	Australia	bad	52
2022-06-29	Australia	good	152
2022-06-29	Australia	mediocre	62
2022-06-29	Brazil	bad	7
2022-06-29	Brazil	good	427
2022-06-29	Brazil	mediocre	27
2022-06-29	Costa Rica	good	41
2022-06-29	Egypt	bad	71
2022-06-29	Egypt	good	15
2022-06-29	Egypt	mediocre	4
2022-06-29	Japan	bad	2
2022-06-29	Japan	good	933
2022-06-29	Japan	mediocre	7
2022-06-29	Panama	good	20
2022-06-29	South Africa	bad	1
2022-06-29	South Africa	good	23
2022-06-29	South Africa	mediocre	3
2022-06-29	Trinidad and Tobago	mediocre	1
2022-06-29	USA	bad	442
2022-06-29	USA	good	5630
2022-06-29	USA	mediocre	515
2022-06-29	United Kingdom	bad	59
2022-06-29	United Kingdom	good	2286
2022-06-29	United Kingdom	mediocre	180
2022-06-29	Vietnam	bad	1
2022-06-29	Vietnam	good	4
2022-06-29	Vietnam	mediocre	4
2022-06-30	Australia	bad	34
2022-06-30	Australia	good	348
2022-06-30	Australia	mediocre	52
2022-06-30	Brazil	bad	19
2022-06-30	Brazil	good	556
2022-06-30	Brazil	mediocre	21
2022-06-30	Costa Rica	bad	1
2022-06-30	Costa Rica	good	26
2022-06-30	Costa Rica	mediocre	1
2022-06-30	Japan	bad	3
2022-06-30	Japan	good	706
2022-06-30	Japan	mediocre	2
2022-06-30	Panama	good	16
2022-06-30	South Africa	bad	4
2022-06-30	South Africa	good	15
2022-06-30	Trinidad and Tobago	bad	1
2022-06-30	Trinidad and Tobago	good	1
2022-06-30	Trinidad and Tobago	mediocre	1
2022-06-30	USA	bad	507
2022-06-30	USA	good	5256
2022-06-30	USA	mediocre	515
2022-06-30	United Kingdom	bad	48
2022-06-30	United Kingdom	good	2076
2022-06-30	United Kingdom	mediocre	200
2022-06-30	Vietnam	good	8
2022-06-30	Vietnam	mediocre	2
2022-07-01	Australia	bad	58
2022-07-01	Australia	good	305
2022-07-01	Australia	mediocre	65
2022-07-01	Brazil	bad	11
2022-07-01	Brazil	good	719
2022-07-01	Brazil	mediocre	51
2022-07-01	Costa Rica	good	12
2022-07-01	Costa Rica	mediocre	1
2022-07-01	Japan	bad	4
2022-07-01	Japan	good	1314
2022-07-01	Japan	mediocre	11
2022-07-01	Panama	good	7
2022-07-01	South Africa	bad	5
2022-07-01	South Africa	good	12
2022-07-01	South Africa	mediocre	5
2022-07-01	Trinidad and Tobago	good	1
2022-07-01	Trinidad and Tobago	mediocre	2
2022-07-01	USA	bad	463
2022-07-01	USA	good	5436
2022-07-01	USA	mediocre	469
2022-07-01	United Kingdom	bad	28
2022-07-01	United Kingdom	good	1881
2022-07-01	United Kingdom	mediocre	178
2022-07-01	Vietnam	bad	1
2022-07-01	Vietnam	good	10
2022-07-02	Australia	bad	72
2022-07-02	Australia	good	311
2022-07-02	Australia	mediocre	57
2022-07-02	Brazil	bad	5
2022-07-02	Brazil	good	258
2022-07-02	Brazil	mediocre	21
2022-07-02	Costa Rica	good	7
2022-07-02	Egypt	mediocre	1
2022-07-02	Japan	bad	1
2022-07-02	Japan	good	1096
2022-07-02	Japan	mediocre	9
2022-07-02	Panama	good	3
2022-07-02	South Africa	bad	2
2022-07-02	South Africa	good	12
2022-07-02	South Africa	mediocre	2
2022-07-02	Trinidad and Tobago	mediocre	2
2022-07-02	USA	bad	235
2022-07-02	USA	good	3510
2022-07-02	USA	mediocre	236
2022-07-02	United Kingdom	bad	24
2022-07-02	United Kingdom	good	1325
2022-07-02	United Kingdom	mediocre	143
2022-07-02	Vietnam	bad	1
2022-07-02	Vietnam	good	4
2022-07-02	Vietnam	mediocre	1
2022-07-03	Australia	bad	30
2022-07-03	Australia	good	480
2022-07-03	Australia	mediocre	57
2022-07-03	Brazil	bad	6
2022-07-03	Brazil	good	198
2022-07-03	Brazil	mediocre	13
2022-07-03	Costa Rica	good	8
2022-07-03	Egypt	bad	1
2022-07-03	Egypt	good	4
2022-07-03	Japan	bad	3
2022-07-03	Japan	good	413
2022-07-03	Japan	mediocre	1
2022-07-03	South Africa	good	9
2022-07-03	South Africa	mediocre	1
2022-07-03	Trinidad and Tobago	bad	1
2022-07-03	Trinidad and Tobago	good	1
2022-07-03	Trinidad and Tobago	mediocre	2
2022-07-03	USA	bad	220
2022-07-03	USA	good	3413
2022-07-03	USA	mediocre	244
2022-07-03	United Kingdom	bad	27
2022-07-03	United Kingdom	good	1162
2022-07-03	United Kingdom	mediocre	118
2022-07-03	Vietnam	bad	2
2022-07-03	Vietnam	good	4
2022-07-03	Vietnam	mediocre	1
2022-07-04	Australia	bad	54
2022-07-04	Australia	good	292
2022-07-04	Australia	mediocre	96
2022-07-04	Brazil	bad	11
2022-07-04	Brazil	good	833
2022-07-04	Brazil	mediocre	62
2022-07-04	Costa Rica	good	40
2022-07-04	Costa Rica	mediocre	1
2022-07-04	Egypt	bad	19
2022-07-04	Egypt	good	19
2022-07-04	Japan	bad	5
2022-07-04	Japan	good	2648
2022-07-04	Japan	mediocre	10
2022-07-04	Panama	good	14
2022-07-04	South Africa	bad	4
2022-07-04	South Africa	good	19
2022-07-04	Trinidad and Tobago	good	8
2022-07-04	Trinidad and Tobago	mediocre	1
2022-07-04	USA	bad	295
2022-07-04	USA	good	2032
2022-07-04	USA	mediocre	252
2022-07-04	United Kingdom	bad	58
2022-07-04	United Kingdom	good	2367
2022-07-04	United Kingdom	mediocre	262
2022-07-04	Vietnam	bad	3
2022-07-04	Vietnam	good	8
2022-07-04	Vietnam	mediocre	6
2022-07-05	Australia	bad	64
2022-07-05	Australia	good	292
2022-07-05	Australia	mediocre	76
2022-07-05	Brazil	bad	23
2022-07-05	Brazil	good	624
2022-07-05	Brazil	mediocre	44
2022-07-05	Costa Rica	good	32
2022-07-05	Costa Rica	mediocre	1
2022-07-05	Japan	bad	1
2022-07-05	Japan	good	2103
2022-07-05	Japan	mediocre	15
2022-07-05	Panama	good	8
2022-07-05	South Africa	bad	2
2022-07-05	South Africa	good	22
2022-07-05	South Africa	mediocre	4
2022-07-05	Trinidad and Tobago	good	1
2022-07-05	Trinidad and Tobago	mediocre	2
2022-07-05	USA	bad	630
2022-07-05	USA	good	9238
2022-07-05	USA	mediocre	756
2022-07-05	United Kingdom	bad	40
2022-07-05	United Kingdom	good	2355
2022-07-05	United Kingdom	mediocre	234
2022-07-05	Vietnam	bad	6
2022-07-05	Vietnam	good	10
2022-07-05	Vietnam	mediocre	2
2022-07-06	Australia	bad	67
2022-07-06	Australia	good	170
2022-07-06	Australia	mediocre	79
2022-07-06	Brazil	bad	10
2022-07-06	Brazil	good	684
2022-07-06	Brazil	mediocre	46
2022-07-06	Costa Rica	good	35
2022-07-06	Japan	bad	3
2022-07-06	Japan	good	2050
2022-07-06	Japan	mediocre	10
2022-07-06	Panama	bad	1
2022-07-06	Panama	good	11
2022-07-06	South Africa	good	20
2022-07-06	Trinidad and Tobago	bad	3
2022-07-06	Trinidad and Tobago	good	11
2022-07-06	Trinidad and Tobago	mediocre	4
2022-07-06	USA	bad	573
2022-07-06	USA	good	6842
2022-07-06	USA	mediocre	663
2022-07-06	United Kingdom	bad	35
2022-07-06	United Kingdom	good	1859
2022-07-06	United Kingdom	mediocre	193
2022-07-06	Vietnam	bad	6
2022-07-06	Vietnam	good	17
2022-07-06	Vietnam	mediocre	5
2022-07-07	Australia	bad	61
2022-07-07	Australia	good	420
2022-07-07	Australia	mediocre	88
2022-07-07	Brazil	bad	12
2022-07-07	Brazil	good	717
2022-07-07	Brazil	mediocre	39
2022-07-07	Costa Rica	good	32
2022-07-07	Egypt	good	2
2022-07-07	Egypt	mediocre	1
2022-07-07	Japan	bad	5
2022-07-07	Japan	good	2216
2022-07-07	Japan	mediocre	18
2022-07-07	Panama	good	5
2022-07-07	Panama	mediocre	1
2022-07-07	South Africa	bad	3
2022-07-07	South Africa	good	23
2022-07-07	South Africa	mediocre	1
2022-07-07	Trinidad and Tobago	good	5
2022-07-07	Trinidad and Tobago	mediocre	2
2022-07-07	USA	bad	579
2022-07-07	USA	good	5903
2022-07-07	USA	mediocre	620
2022-07-07	United Kingdom	bad	32
2022-07-07	United Kingdom	good	1487
2022-07-07	United Kingdom	mediocre	217
2022-07-07	Vietnam	bad	2
2022-07-07	Vietnam	good	12
2022-07-07	Vietnam	mediocre	6
2022-07-08	Australia	bad	29
2022-07-08	Australia	good	214
2022-07-08	Australia	mediocre	52
2022-07-08	Brazil	bad	14
2022-07-08	Brazil	good	502
2022-07-08	Brazil	mediocre	26
2022-07-08	Costa Rica	good	14
2022-07-08	Egypt	bad	4
2022-07-08	Egypt	good	7
2022-07-08	Japan	bad	4
2022-07-08	Japan	good	2325
2022-07-08	Japan	mediocre	17
2022-07-08	Panama	good	13
2022-07-08	South Africa	bad	1
2022-07-08	South Africa	good	20
2022-07-08	South Africa	mediocre	3
2022-07-08	Trinidad and Tobago	bad	1
2022-07-08	Trinidad and Tobago	good	7
2022-07-08	USA	bad	523
2022-07-08	USA	good	5941
2022-07-08	USA	mediocre	431
2022-07-08	United Kingdom	bad	34
2022-07-08	United Kingdom	good	1956
2022-07-08	United Kingdom	mediocre	200
2022-07-08	Vietnam	bad	3
2022-07-08	Vietnam	good	18
2022-07-08	Vietnam	mediocre	1
2022-07-09	Australia	bad	24
2022-07-09	Australia	good	223
2022-07-09	Australia	mediocre	37
2022-07-09	Brazil	bad	1
2022-07-09	Brazil	good	149
2022-07-09	Brazil	mediocre	10
2022-07-09	Costa Rica	good	10
